Year,offense_code,Offense,Age,Count,Age Category,Genre
2000,ASR_SEX,Sex Offenses,f_15,163,15 year old,Female
2000,ASR_SUS,Suspicion,m_15,103,15 year old,Male
2000,ASR_VAG,Vagrancy,m_0_9,12,0 to 9 year old,Male
2016,ASR_AST_SMP,Simple Assault,m_17,14408,17 year old,Male
2016,ASR_DRG,Drug Abuse Violations,m_10_12,1323,10 to 12 year old,Male
2016,ASR_DRK,Drunkenness,m_0_9,14,0 to 9 year old,Male
2016,ASR_DUI,Drive Under the Influence,m_0_9,10,0 to 9 year old,Male
2016,ASR_FRD,Fraud,f_10_12,44,10 to 12 year old,Female
2016,ASR_HOM,Murder and Nonnegligent Homicide,f_17,31,17 year old,Female
2016,ASR_LIQ,Liquor Laws,m_17,8882,17 year old,Male
2016,ASR_LRC,Larceny,f_16,11786,16 year old,Female
2016,ASR_RPE,Rape,f_10_12,30,10 to 12 year old,Female
2016,ASR_STP,Stolen Property,f_10_12,51,10 to 12 year old,Female
2016,ASR_VAN,Vandalism,f_10_12,514,10 to 12 year old,Female
2016,ASR_VAN,Vandalism,f_0_9,60,0 to 9 year old,Female
2015,ASR_ARSON,Arson,f_10_12,70,10 to 12 year old,Female
2015,ASR_DUI,Drive Under the Influence,m_16,870,16 year old,Male
2015,ASR_FOR,Forgery and Counterfeiting,f_10_12,2,10 to 12 year old,Female
2015,ASR_GAM,Gambling,m_16,104,16 year old,Male
2015,ASR_LIQ,Liquor Laws,m_16,5748,16 year old,Male
2015,ASR_LRC,Larceny,m_16,18282,16 year old,Male
2015,ASR_MVT,Motor Vehicle Theft,m_13_14,1704,13 or 14 year old,Male
2015,ASR_MVT,Motor Vehicle Theft,f_17,458,17 year old,Female
2015,ASR_PRS,Prostitution and Commercialized Vice,m_10_12,18,10 to 12 year old,Male
2015,ASR_PRS,Prostitution and Commercialized Vice,f_15,56,15 year old,Female
2015,ASR_PRS,Prostitution and Commercialized Vice,m_17,46,17 year old,Male
2015,ASR_RPE,Rape,f_16,16,16 year old,Female
2015,ASR_SUS,Suspicion,f_13_14,7,13 or 14 year old,Female
2015,ASR_VAN,Vandalism,m_15,5153,15 year old,Male
2014,ASR_ARSON,Arson,m_17,227,17 year old,Male
2014,ASR_AST_SMP,Simple Assault,f_13_14,11873,13 or 14 year old,Female
2014,ASR_CUR,Curfew and Loitering Law Violations,m_0_9,354,0 to 9 year old,Male
2014,ASR_LRC,Larceny,f_13_14,11639,13 or 14 year old,Female
2014,ASR_MAN,Manslaughter by Negligence,f_10_12,1,10 to 12 year old,Female
2014,ASR_OTH,All Other Offenses,f_10_12,1862,10 to 12 year old,Female
2014,ASR_PRS,Prostitution and Commercialized Vice,m_16,26,16 year old,Male
2004,ASR_LIQ,Liquor Laws,f_16,9694,16 year old,Female
2004,ASR_LIQ,Liquor Laws,f_0_9,28,0 to 9 year old,Female
2004,ASR_LRC,Larceny,m_10_12,14297,10 to 12 year old,Male
2004,ASR_LRC,Larceny,m_13_14,38017,13 or 14 year old,Male
2004,ASR_ROB,Robbery,f_16,453,16 year old,Female
2004,ASR_RPE,Rape,m_17,801,17 year old,Male
2004,ASR_RUN,Runaway,m_15,8881,15 year old,Male
2004,ASR_VAG,Vagrancy,f_16,290,16 year old,Female
2004,ASR_VAN,Vandalism,f_13_14,3406,13 or 14 year old,Female
2003,ASR_ARSON,Arson,f_0_9,30,0 to 9 year old,Female
2003,ASR_AST_SMP,Simple Assault,f_15,12446,15 year old,Female
2003,ASR_AST_SMP,Simple Assault,m_17,24262,17 year old,Male
2003,ASR_DRK,Drunkenness,m_16,2333,16 year old,Male
2003,ASR_FAM,Offenses Against the Family and Children,f_16,462,16 year old,Female
2003,ASR_FRD,Fraud,f_17,865,17 year old,Female
2003,ASR_RPE,Rape,m_15,547,15 year old,Male
2003,ASR_RUN,Runaway,f_10_12,2573,10 to 12 year old,Female
2003,ASR_SEX,Sex Offenses,f_0_9,62,0 to 9 year old,Female
2003,ASR_STP,Stolen Property,m_15,3043,15 year old,Male
2003,ASR_VAN,Vandalism,f_17,2066,17 year old,Female
2002,ASR_ARSON,Arson,f_17,59,17 year old,Female
2002,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,1673,10 to 12 year old,Female
2002,ASR_DUI,Drive Under the Influence,f_16,818,16 year old,Female
1996,ASR_ARSON,Arson,m_0_9,874,0 to 9 year old,Male
1996,ASR_BRG,Burglary,m_0_9,2207,0 to 9 year old,Male
1996,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,176,0 to 9 year old,Female
1996,ASR_CUR,Curfew and Loitering Law Violations,f_15,10391,15 year old,Female
1996,ASR_DRG,Drug Abuse Violations,f_17,6293,17 year old,Female
1996,ASR_FAM,Offenses Against the Family and Children,m_13_14,801,13 or 14 year old,Male
1996,ASR_FOR,Forgery and Counterfeiting,f_10_12,49,10 to 12 year old,Female
1996,ASR_FOR,Forgery and Counterfeiting,f_0_9,8,0 to 9 year old,Female
1996,ASR_FRD,Fraud,f_17,1372,17 year old,Female
1996,ASR_GAM,Gambling,m_0_9,5,0 to 9 year old,Male
1996,ASR_OTH,All Other Offenses,m_17,77512,17 year old,Male
1996,ASR_RPE,Rape,m_0_9,61,0 to 9 year old,Male
1996,ASR_WEAP,Weapons,f_10_12,297,10 to 12 year old,Female
1995,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,9893,13 or 14 year old,Female
1995,ASR_DIS,Disorderly Conduct,m_10_12,8353,10 to 12 year old,Male
1995,ASR_DRG,Drug Abuse Violations,m_10_12,2177,10 to 12 year old,Male
1995,ASR_DRK,Drunkenness,m_16,2966,16 year old,Male
1995,ASR_DUI,Drive Under the Influence,f_10_12,6,10 to 12 year old,Female
1995,ASR_EMB,Embezzlement,m_13_14,52,13 or 14 year old,Male
1995,ASR_FAM,Offenses Against the Family and Children,f_0_9,46,0 to 9 year old,Female
1995,ASR_HOM,Murder and Nonnegligent Homicide,m_17,1085,17 year old,Male
1995,ASR_MAN,Manslaughter by Negligence,f_10_12,1,10 to 12 year old,Female
1995,ASR_OTH,All Other Offenses,f_13_14,20360,13 or 14 year old,Female
1995,ASR_ROB,Robbery,f_15,1069,15 year old,Female
1995,ASR_SEX,Sex Offenses,f_15,164,15 year old,Female
1995,ASR_SUS,Suspicion,m_13_14,244,13 or 14 year old,Male
1995,ASR_WEAP,Weapons,m_17,11952,17 year old,Male
1994,ASR_ARSON,Arson,f_15,158,15 year old,Female
1994,ASR_AST_SMP,Simple Assault,f_15,9350,15 year old,Female
1994,ASR_AST_SMP,Simple Assault,m_0_9,3203,0 to 9 year old,Male
1994,ASR_FRD,Fraud,f_13_14,1072,13 or 14 year old,Female
1994,ASR_FRD,Fraud,m_17,4519,17 year old,Male
1994,ASR_LRC,Larceny,f_15,25876,15 year old,Female
1994,ASR_PRS,Prostitution and Commercialized Vice,f_16,134,16 year old,Female
1994,ASR_ROB,Robbery,m_0_9,234,0 to 9 year old,Male
1994,ASR_RUN,Runaway,f_13_14,45126,13 or 14 year old,Female
1994,ASR_RUN,Runaway,m_15,21439,15 year old,Male
1994,ASR_VAG,Vagrancy,m_0_9,15,0 to 9 year old,Male
1999,ASR_CUR,Curfew and Loitering Law Violations,m_17,20069,17 year old,Male
1999,ASR_CUR,Curfew and Loitering Law Violations,m_0_9,646,0 to 9 year old,Male
1999,ASR_DUI,Drive Under the Influence,f_10_12,16,10 to 12 year old,Female
1999,ASR_DUI,Drive Under the Influence,m_13_14,181,13 or 14 year old,Male
1999,ASR_FAM,Offenses Against the Family and Children,f_16,484,16 year old,Female
1999,ASR_LIQ,Liquor Laws,f_10_12,405,10 to 12 year old,Female
1999,ASR_LRC,Larceny,f_13_14,27577,13 or 14 year old,Female
1999,ASR_LRC,Larceny,f_15,18430,15 year old,Female
1999,ASR_MAN,Manslaughter by Negligence,m_16,22,16 year old,Male
1999,ASR_OTH,All Other Offenses,f_17,16976,17 year old,Female
1999,ASR_SEX,Sex Offenses,f_16,134,16 year old,Female
1999,ASR_SUS,Suspicion,m_0_9,11,0 to 9 year old,Male
1999,ASR_VAG,Vagrancy,m_17,857,17 year old,Male
1998,ASR_AST,Aggravated Assault,m_17,11637,17 year old,Male
1998,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,10612,13 or 14 year old,Female
1998,ASR_DRK,Drunkenness,f_15,696,15 year old,Female
1998,ASR_DRK,Drunkenness,m_17,7319,17 year old,Male
1998,ASR_DUI,Drive Under the Influence,m_0_9,95,0 to 9 year old,Male
1998,ASR_FAM,Offenses Against the Family and Children,m_0_9,198,0 to 9 year old,Male
1998,ASR_FAM,Offenses Against the Family and Children,m_15,818,15 year old,Male
1998,ASR_FRD,Fraud,m_13_14,2522,13 or 14 year old,Male
1998,ASR_HOM,Murder and Nonnegligent Homicide,m_13_14,114,13 or 14 year old,Male
1998,ASR_LRC,Larceny,f_10_12,11362,10 to 12 year old,Female
1998,ASR_MAN,Manslaughter by Negligence,m_15,13,15 year old,Male
1998,ASR_ROB,Robbery,f_0_9,17,0 to 9 year old,Female
1998,ASR_RPE,Rape,m_17,1030,17 year old,Male
1998,ASR_SEX,Sex Offenses,m_13_14,3501,13 or 14 year old,Male
1997,ASR_BRG,Burglary,m_16,18195,16 year old,Male
1997,ASR_CUR,Curfew and Loitering Law Violations,m_16,31851,16 year old,Male
1997,ASR_EMB,Embezzlement,m_17,298,17 year old,Male
1997,ASR_FRD,Fraud,f_0_9,48,0 to 9 year old,Female
1997,ASR_GAM,Gambling,f_13_14,11,13 or 14 year old,Female
1997,ASR_LIQ,Liquor Laws,m_17,38899,17 year old,Male
1997,ASR_MAN,Manslaughter by Negligence,m_15,24,15 year old,Male
1997,ASR_ROB,Robbery,f_17,743,17 year old,Female
1997,ASR_RUN,Runaway,f_17,7120,17 year old,Female
1997,ASR_VAG,Vagrancy,m_13_14,430,13 or 14 year old,Male
2005,ASR_GAM,Gambling,m_17,591,17 year old,Male
2005,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,8,10 to 12 year old,Male
2005,ASR_LIQ,Liquor Laws,m_0_9,86,0 to 9 year old,Male
2005,ASR_LRC,Larceny,f_0_9,556,0 to 9 year old,Female
2005,ASR_LRC,Larceny,m_0_9,1570,0 to 9 year old,Male
2005,ASR_OTH,All Other Offenses,m_10_12,9871,10 to 12 year old,Male
2005,ASR_ROB,Robbery,m_13_14,3857,13 or 14 year old,Male
2005,ASR_RPE,Rape,m_10_12,309,10 to 12 year old,Male
2005,ASR_STP,Stolen Property,m_16,3728,16 year old,Male
2005,ASR_WEAP,Weapons,m_10_12,2442,10 to 12 year old,Male
2004,ASR_AST_SMP,Simple Assault,f_16,12656,16 year old,Female
2004,ASR_AST_SMP,Simple Assault,f_0_9,460,0 to 9 year old,Female
2004,ASR_BRG,Burglary,f_17,1447,17 year old,Female
2004,ASR_DUI,Drive Under the Influence,f_16,862,16 year old,Female
2004,ASR_DUI,Drive Under the Influence,m_16,2805,16 year old,Male
2004,ASR_FOR,Forgery and Counterfeiting,f_13_14,120,13 or 14 year old,Female
2004,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,6,10 to 12 year old,Male
2004,ASR_HOM,Murder and Nonnegligent Homicide,m_15,114,15 year old,Male
2004,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,31,13 or 14 year old,Male
2004,ASR_VAN,Vandalism,f_0_9,215,0 to 9 year old,Female
2003,ASR_ARSON,Arson,m_0_9,353,0 to 9 year old,Male
2003,ASR_GAM,Gambling,m_13_14,152,13 or 14 year old,Male
2003,ASR_GAM,Gambling,m_17,468,17 year old,Male
2003,ASR_HOM,Murder and Nonnegligent Homicide,f_10_12,4,10 to 12 year old,Female
2003,ASR_LIQ,Liquor Laws,f_16,10034,16 year old,Female
2003,ASR_MAN,Manslaughter by Negligence,f_17,6,17 year old,Female
2003,ASR_MAN,Manslaughter by Negligence,f_15,1,15 year old,Female
2003,ASR_RUN,Runaway,f_15,14131,15 year old,Female
2003,ASR_RUN,Runaway,m_0_9,602,0 to 9 year old,Male
2003,ASR_STP,Stolen Property,f_15,534,15 year old,Female
2002,ASR_BRG,Burglary,m_0_9,1092,0 to 9 year old,Male
2002,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,8458,13 or 14 year old,Female
2002,ASR_DIS,Disorderly Conduct,m_16,20815,16 year old,Male
2002,ASR_DRK,Drunkenness,m_13_14,903,13 or 14 year old,Male
2002,ASR_EMB,Embezzlement,f_17,261,17 year old,Female
2014,ASR_VAN,Vandalism,m_15,5846,15 year old,Male
2013,ASR_CUR,Curfew and Loitering Law Violations,f_15,3251,15 year old,Female
2013,ASR_DRG,Drug Abuse Violations,m_10_12,1782,10 to 12 year old,Male
2013,ASR_FAM,Offenses Against the Family and Children,m_10_12,102,10 to 12 year old,Male
2013,ASR_FAM,Offenses Against the Family and Children,f_13_14,234,13 or 14 year old,Female
2013,ASR_FRD,Fraud,m_16,631,16 year old,Male
2013,ASR_HOM,Murder and Nonnegligent Homicide,f_17,23,17 year old,Female
2013,ASR_MAN,Manslaughter by Negligence,f_10_12,1,10 to 12 year old,Female
2013,ASR_ROB,Robbery,f_10_12,40,10 to 12 year old,Female
2013,ASR_ROB,Robbery,f_13_14,321,13 or 14 year old,Female
2013,ASR_SEX,Sex Offenses,f_17,121,17 year old,Female
2013,ASR_VAG,Vagrancy,m_10_12,21,10 to 12 year old,Male
2013,ASR_WEAP,Weapons,f_10_12,215,10 to 12 year old,Female
2012,ASR_AST,Aggravated Assault,f_16,1735,16 year old,Female
2012,ASR_BRG,Burglary,m_17,11009,17 year old,Male
2012,ASR_DUI,Drive Under the Influence,m_13_14,86,13 or 14 year old,Male
2012,ASR_DUI,Drive Under the Influence,m_15,212,15 year old,Male
2012,ASR_EMB,Embezzlement,m_13_14,15,13 or 14 year old,Male
2012,ASR_FRD,Fraud,m_16,682,16 year old,Male
2012,ASR_LIQ,Liquor Laws,m_13_14,2917,13 or 14 year old,Male
2012,ASR_LRC,Larceny,f_10_12,4433,10 to 12 year old,Female
2012,ASR_ROB,Robbery,m_0_9,29,0 to 9 year old,Male
2011,ASR_AST,Aggravated Assault,m_13_14,5328,13 or 14 year old,Male
2011,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,748,10 to 12 year old,Female
2011,ASR_DRG,Drug Abuse Violations,f_15,3551,15 year old,Female
2011,ASR_FAM,Offenses Against the Family and Children,f_15,197,15 year old,Female
2011,ASR_HOM,Murder and Nonnegligent Homicide,m_17,299,17 year old,Male
2011,ASR_LRC,Larceny,f_10_12,5279,10 to 12 year old,Female
2011,ASR_OTH,All Other Offenses,f_16,14051,16 year old,Female
1998,ASR_MAN,Manslaughter by Negligence,f_13_14,2,13 or 14 year old,Female
1998,ASR_PRS,Prostitution and Commercialized Vice,f_10_12,9,10 to 12 year old,Female
1998,ASR_PRS,Prostitution and Commercialized Vice,f_17,312,17 year old,Female
1998,ASR_ROB,Robbery,f_15,625,15 year old,Female
1998,ASR_ROB,Robbery,m_16,7002,16 year old,Male
1998,ASR_VAG,Vagrancy,f_13_14,109,13 or 14 year old,Female
1997,ASR_AST,Aggravated Assault,f_17,2569,17 year old,Female
1997,ASR_BRG,Burglary,f_10_12,1064,10 to 12 year old,Female
1997,ASR_EMB,Embezzlement,f_16,115,16 year old,Female
1997,ASR_FAM,Offenses Against the Family and Children,f_10_12,209,10 to 12 year old,Female
1997,ASR_MAN,Manslaughter by Negligence,f_13_14,8,13 or 14 year old,Female
1997,ASR_MVT,Motor Vehicle Theft,m_15,9527,15 year old,Male
1997,ASR_PRS,Prostitution and Commercialized Vice,m_17,257,17 year old,Male
1997,ASR_ROB,Robbery,m_15,6768,15 year old,Male
1997,ASR_RUN,Runaway,f_10_12,4968,10 to 12 year old,Female
1997,ASR_RUN,Runaway,f_16,18709,16 year old,Female
1997,ASR_STP,Stolen Property,f_0_9,18,0 to 9 year old,Female
2001,ASR_RUN,Runaway,m_0_9,706,0 to 9 year old,Male
2001,ASR_RUN,Runaway,m_15,10048,15 year old,Male
2001,ASR_SUS,Suspicion,m_15,127,15 year old,Male
2001,ASR_VAG,Vagrancy,m_13_14,311,13 or 14 year old,Male
2001,ASR_WEAP,Weapons,m_15,4747,15 year old,Male
2000,ASR_DIS,Disorderly Conduct,f_17,5657,17 year old,Female
2000,ASR_DUI,Drive Under the Influence,m_13_14,166,13 or 14 year old,Male
2000,ASR_FOR,Forgery and Counterfeiting,m_16,815,16 year old,Male
2000,ASR_FOR,Forgery and Counterfeiting,m_17,1561,17 year old,Male
2000,ASR_FRD,Fraud,f_10_12,216,10 to 12 year old,Female
2000,ASR_HOM,Murder and Nonnegligent Homicide,f_15,17,15 year old,Female
2000,ASR_LRC,Larceny,f_13_14,27735,13 or 14 year old,Female
2000,ASR_LRC,Larceny,f_0_9,1155,0 to 9 year old,Female
2000,ASR_OTH,All Other Offenses,f_16,17218,16 year old,Female
2000,ASR_OTH,All Other Offenses,f_0_9,805,0 to 9 year old,Female
2000,ASR_SUS,Suspicion,f_13_14,38,13 or 14 year old,Female
2000,ASR_SUS,Suspicion,f_16,40,16 year old,Female
2000,ASR_VAG,Vagrancy,m_13_14,428,13 or 14 year old,Male
2000,ASR_VAN,Vandalism,f_13_14,3093,13 or 14 year old,Female
1999,ASR_ARSON,Arson,f_13_14,263,13 or 14 year old,Female
1999,ASR_ARSON,Arson,m_13_14,1750,13 or 14 year old,Male
1999,ASR_AST_SMP,Simple Assault,f_13_14,16303,13 or 14 year old,Female
1999,ASR_BRG,Burglary,f_15,1467,15 year old,Female
1999,ASR_BRG,Burglary,m_17,14070,17 year old,Male
2003,ASR_AST,Aggravated Assault,f_15,2127,15 year old,Female
2003,ASR_AST,Aggravated Assault,m_16,7571,16 year old,Male
2003,ASR_AST,Aggravated Assault,m_17,8803,17 year old,Male
2003,ASR_AST_SMP,Simple Assault,f_10_12,5789,10 to 12 year old,Female
2003,ASR_BRG,Burglary,f_16,1486,16 year old,Female
2003,ASR_BRG,Burglary,f_17,1583,17 year old,Female
2003,ASR_DRK,Drunkenness,m_10_12,79,10 to 12 year old,Male
2003,ASR_EMB,Embezzlement,m_16,155,16 year old,Male
2003,ASR_FRD,Fraud,f_13_14,264,13 or 14 year old,Female
2003,ASR_LIQ,Liquor Laws,f_17,14415,17 year old,Female
2003,ASR_RPE,Rape,f_15,8,15 year old,Female
2003,ASR_RUN,Runaway,f_16,13178,16 year old,Female
2003,ASR_STP,Stolen Property,f_17,671,17 year old,Female
2003,ASR_STP,Stolen Property,m_17,4821,17 year old,Male
2003,ASR_VAG,Vagrancy,f_10_12,25,10 to 12 year old,Female
2002,ASR_ARSON,Arson,m_10_12,1287,10 to 12 year old,Male
2002,ASR_BRG,Burglary,m_13_14,14189,13 or 14 year old,Male
2002,ASR_DRK,Drunkenness,m_17,5588,17 year old,Male
2002,ASR_DUI,Drive Under the Influence,m_16,3145,16 year old,Male
2002,ASR_DUI,Drive Under the Influence,m_0_9,144,0 to 9 year old,Male
2016,ASR_SEX,Sex Offenses,f_15,155,15 year old,Female
2016,ASR_VAG,Vagrancy,m_13_14,90,13 or 14 year old,Male
2015,ASR_BRG,Burglary,f_13_14,897,13 or 14 year old,Female
2015,ASR_DIS,Disorderly Conduct,f_17,3615,17 year old,Female
2015,ASR_DIS,Disorderly Conduct,m_16,8089,16 year old,Male
2015,ASR_DRG,Drug Abuse Violations,m_10_12,1252,10 to 12 year old,Male
2015,ASR_DRK,Drunkenness,f_15,218,15 year old,Female
2015,ASR_HOM,Murder and Nonnegligent Homicide,m_13_14,44,13 or 14 year old,Male
2015,ASR_HOM,Murder and Nonnegligent Homicide,f_15,5,15 year old,Female
2015,ASR_HOM,Murder and Nonnegligent Homicide,m_17,288,17 year old,Male
2015,ASR_LIQ,Liquor Laws,f_17,5930,17 year old,Female
2015,ASR_MAN,Manslaughter by Negligence,f_16,1,16 year old,Female
2015,ASR_OTH,All Other Offenses,m_17,31590,17 year old,Male
2015,ASR_PRS,Prostitution and Commercialized Vice,f_16,95,16 year old,Female
2015,ASR_PRS,Prostitution and Commercialized Vice,m_0_9,5,0 to 9 year old,Male
2015,ASR_RPE,Rape,f_15,20,15 year old,Female
2015,ASR_RPE,Rape,m_0_9,26,0 to 9 year old,Male
2015,ASR_RUN,Runaway,m_13_14,5271,13 or 14 year old,Male
2015,ASR_RUN,Runaway,f_16,5949,16 year old,Female
2015,ASR_SUS,Suspicion,f_15,7,15 year old,Female
2015,ASR_WEAP,Weapons,m_15,2398,15 year old,Male
2014,ASR_AST,Aggravated Assault,f_13_14,1550,13 or 14 year old,Female
2014,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,73,0 to 9 year old,Female
2014,ASR_DRK,Drunkenness,f_17,651,17 year old,Female
2014,ASR_FOR,Forgery and Counterfeiting,f_0_9,1,0 to 9 year old,Female
2014,ASR_LIQ,Liquor Laws,m_13_14,1864,13 or 14 year old,Male
2014,ASR_LRC,Larceny,m_16,20477,16 year old,Male
2014,ASR_MAN,Manslaughter by Negligence,m_15,7,15 year old,Male
2014,ASR_RPE,Rape,f_13_14,33,13 or 14 year old,Female
2014,ASR_RPE,Rape,m_13_14,704,13 or 14 year old,Male
2014,ASR_SEX,Sex Offenses,m_15,1252,15 year old,Male
2014,ASR_SUS,Suspicion,m_13_14,44,13 or 14 year old,Male
2014,ASR_VAG,Vagrancy,m_16,137,16 year old,Male
2013,ASR_ARSON,Arson,f_16,63,16 year old,Female
2013,ASR_ARSON,Arson,f_15,81,15 year old,Female
2013,ASR_AST,Aggravated Assault,f_13_14,1747,13 or 14 year old,Female
2013,ASR_AST_SMP,Simple Assault,m_10_12,8462,10 to 12 year old,Male
2013,ASR_BRG,Burglary,m_10_12,1729,10 to 12 year old,Male
2013,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,732,10 to 12 year old,Female
2013,ASR_GAM,Gambling,f_16,7,16 year old,Female
2013,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,8,10 to 12 year old,Male
2013,ASR_MAN,Manslaughter by Negligence,m_10_12,3,10 to 12 year old,Male
2013,ASR_OTH,All Other Offenses,f_16,10530,16 year old,Female
2013,ASR_ROB,Robbery,m_0_9,13,0 to 9 year old,Male
2013,ASR_STP,Stolen Property,f_17,349,17 year old,Female
2013,ASR_VAG,Vagrancy,f_17,48,17 year old,Female
2013,ASR_VAN,Vandalism,f_15,1150,15 year old,Female
2012,ASR_AST_SMP,Simple Assault,f_17,9851,17 year old,Female
2012,ASR_BRG,Burglary,m_13_14,8130,13 or 14 year old,Male
2012,ASR_BRG,Burglary,m_15,7504,15 year old,Male
2012,ASR_CUR,Curfew and Loitering Law Violations,m_16,11246,16 year old,Male
2012,ASR_DUI,Drive Under the Influence,f_15,88,15 year old,Female
2012,ASR_FOR,Forgery and Counterfeiting,m_0_9,4,0 to 9 year old,Male
2012,ASR_FRD,Fraud,f_17,495,17 year old,Female
2012,ASR_HOM,Murder and Nonnegligent Homicide,m_13_14,47,13 or 14 year old,Male
2012,ASR_LRC,Larceny,m_17,29051,17 year old,Male
2012,ASR_OTH,All Other Offenses,f_13_14,11286,13 or 14 year old,Female
2012,ASR_SUS,Suspicion,f_13_14,20,13 or 14 year old,Female
2012,ASR_VAG,Vagrancy,f_17,51,17 year old,Female
2012,ASR_VAN,Vandalism,m_10_12,4395,10 to 12 year old,Male
2012,ASR_WEAP,Weapons,m_0_9,378,0 to 9 year old,Male
2011,ASR_CUR,Curfew and Loitering Law Violations,f_0_9,52,0 to 9 year old,Female
2011,ASR_DRK,Drunkenness,f_15,450,15 year old,Female
2011,ASR_DRK,Drunkenness,m_17,3467,17 year old,Male
2011,ASR_DUI,Drive Under the Influence,f_17,1468,17 year old,Female
2011,ASR_FOR,Forgery and Counterfeiting,m_13_14,104,13 or 14 year old,Male
2011,ASR_FOR,Forgery and Counterfeiting,m_16,171,16 year old,Male
2011,ASR_FRD,Fraud,f_10_12,42,10 to 12 year old,Female
2011,ASR_FRD,Fraud,f_0_9,4,0 to 9 year old,Female
2011,ASR_LIQ,Liquor Laws,m_0_9,39,0 to 9 year old,Male
2011,ASR_RPE,Rape,m_10_12,225,10 to 12 year old,Male
2011,ASR_RPE,Rape,f_16,9,16 year old,Female
2002,ASR_AST,Aggravated Assault,f_15,2218,15 year old,Female
2002,ASR_DIS,Disorderly Conduct,m_10_12,10965,10 to 12 year old,Male
2012,ASR_HOM,Murder and Nonnegligent Homicide,m_15,73,15 year old,Male
2012,ASR_LRC,Larceny,m_10_12,7347,10 to 12 year old,Male
2012,ASR_LRC,Larceny,f_15,14400,15 year old,Female
2012,ASR_ROB,Robbery,f_15,363,15 year old,Female
2012,ASR_RUN,Runaway,f_0_9,128,0 to 9 year old,Female
2012,ASR_SEX,Sex Offenses,f_10_12,149,10 to 12 year old,Female
2012,ASR_STP,Stolen Property,f_13_14,376,13 or 14 year old,Female
2012,ASR_VAN,Vandalism,m_13_14,10731,13 or 14 year old,Male
2012,ASR_WEAP,Weapons,f_10_12,214,10 to 12 year old,Female
2011,ASR_AST_SMP,Simple Assault,f_16,11752,16 year old,Female
2011,ASR_CUR,Curfew and Loitering Law Violations,m_10_12,1669,10 to 12 year old,Male
2011,ASR_FOR,Forgery and Counterfeiting,f_16,85,16 year old,Female
2011,ASR_FOR,Forgery and Counterfeiting,m_0_9,4,0 to 9 year old,Male
2011,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,10,10 to 12 year old,Male
2011,ASR_RPE,Rape,f_15,8,15 year old,Female
2014,ASR_VAN,Vandalism,m_13_14,8143,13 or 14 year old,Male
2014,ASR_WEAP,Weapons,m_17,4071,17 year old,Male
2013,ASR_MVT,Motor Vehicle Theft,f_13_14,10411,13 or 14 year old,Female
2013,ASR_ROB,Robbery,f_16,426,16 year old,Female
2013,ASR_ROB,Robbery,f_15,353,15 year old,Female
2013,ASR_SEX,Sex Offenses,f_13_14,305,13 or 14 year old,Female
2013,ASR_VAG,Vagrancy,m_0_9,2,0 to 9 year old,Male
2012,ASR_ARSON,Arson,f_17,60,17 year old,Female
2012,ASR_AST,Aggravated Assault,f_10_12,578,10 to 12 year old,Female
2012,ASR_AST_SMP,Simple Assault,f_10_12,4396,10 to 12 year old,Female
2012,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,4263,13 or 14 year old,Female
2012,ASR_DIS,Disorderly Conduct,m_13_14,17218,13 or 14 year old,Male
2012,ASR_DIS,Disorderly Conduct,m_16,13335,16 year old,Male
2012,ASR_DRG,Drug Abuse Violations,m_15,15114,15 year old,Male
1996,ASR_AST,Aggravated Assault,f_13_14,3218,13 or 14 year old,Female
1996,ASR_AST_SMP,Simple Assault,m_10_12,14613,10 to 12 year old,Male
1996,ASR_BRG,Burglary,m_15,18188,15 year old,Male
1996,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,1766,10 to 12 year old,Female
1996,ASR_DRG,Drug Abuse Violations,f_15,4000,15 year old,Female
1996,ASR_DRG,Drug Abuse Violations,m_0_9,235,0 to 9 year old,Male
1996,ASR_DRK,Drunkenness,f_17,887,17 year old,Female
1996,ASR_DRK,Drunkenness,m_17,6770,17 year old,Male
1996,ASR_DUI,Drive Under the Influence,m_10_12,28,10 to 12 year old,Male
1996,ASR_EMB,Embezzlement,m_13_14,36,13 or 14 year old,Male
1996,ASR_FOR,Forgery and Counterfeiting,f_13_14,275,13 or 14 year old,Female
1996,ASR_LRC,Larceny,f_10_12,13814,10 to 12 year old,Female
1996,ASR_MAN,Manslaughter by Negligence,m_17,54,17 year old,Male
1996,ASR_MVT,Motor Vehicle Theft,m_17,11664,17 year old,Male
1996,ASR_ROB,Robbery,f_13_14,1107,13 or 14 year old,Female
1996,ASR_RUN,Runaway,m_10_12,4906,10 to 12 year old,Male
