NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,Z32,Z33
SPENCER-OWEN COMMUNITY SCHOOLS,Indiana,IN,3,10,1,33283000,2659000,20734000,9890000,29479000,26779000,14803000,11051000
SPRINGS VALLEY COM SCHOOL CORP,Indiana,IN,3,10,1,13026000,780000,7308000,4938000,10663000,8547000,4668000,3000000
M S D STEUBEN COUNTY,Indiana,IN,3,10,1,40649000,2772000,21305000,16572000,31693000,26999000,16535000,10790000
SUNMAN-DEARBORN COM SCH CORP,Indiana,IN,3,10,1,59233000,6897000,27366000,24970000,57554000,50520000,23020000,15902000
SWITZERLAND COUNTY SCHOOL CORP,Indiana,IN,3,10,1,18235000,1413000,11432000,5390000,17480000,13437000,7735000,5289000
TAYLOR COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,17766000,1133000,10838000,5795000,14672000,13573000,7914000,5520000
TELL CITY-TROY TWP SCHOOL CORP,Indiana,IN,3,10,1,18999000,1218000,11319000,6462000,15746000,13698000,7879000,5699000
TIPPECANOE SCHOOL CORP,Indiana,IN,3,10,1,142439000,7359000,77935000,57145000,124279000,97436000,56777000,39402000
TIPPECANOE VALLEY SCHOOL CORP,Indiana,IN,3,10,1,26967000,2409000,14589000,9969000,19763000,18884000,10591000,7055000
TIPTON COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,20748000,1252000,11893000,7603000,17537000,14390000,9328000,6395000
TRI-COUNTY SCHOOL CORP,Indiana,IN,3,10,1,12423000,638000,6539000,5246000,10264000,8203000,4637000,2976000
TRI-CREEK SCHOOL CORPORATION,Indiana,IN,3,10,1,44052000,2222000,22850000,18980000,33217000,26341000,15011000,9312000
TRITON SCHOOL CORPORATION,Indiana,IN,3,10,1,10904000,616000,7366000,2922000,9810000,8652000,5244000,3577000
TURKEY RUN COMMUNITY SCH CORP,Indiana,IN,3,10,1,8419000,1078000,4770000,2571000,6765000,6125000,3364000,2268000
TWIN LAKES SCHOOL CORP,Indiana,IN,3,10,1,29005000,2409000,17177000,9419000,26303000,21153000,12873000,8865000
TWIN RIVERS CAREER & TECH ED AREA,Indiana,IN,7,10,1,2099000,557000,16000,1526000,1618000,1253000,475000,293000
UNION CO/CLG CORNER JOINT SCH DIST,Indiana,IN,3,10,1,23800000,3767000,11336000,8697000,18065000,16594000,9580000,6365000
UNION TOWNSHIP SCHOOL CORP,Indiana,IN,3,10,1,20652000,823000,10784000,9045000,15455000,13021000,7968000,5381000
UNION SCHOOL CORPORATION,Indiana,IN,3,10,1,6266000,380000,3794000,2092000,4901000,4172000,2528000,1624000
UNION-NORTH UNITED SCHOOL CORP,Indiana,IN,3,10,1,13809000,848000,8740000,4221000,12282000,11233000,6197000,4139000
HEARTLAND CAREER CENTER,Indiana,IN,7,10,1,2230000,155000,109000,1966000,2152000,1917000,1266000,886000
VALPARAISO COMMUNITY SCHOOLS,Indiana,IN,3,10,1,79723000,3760000,40315000,35648000,63589000,52505000,31764000,21786000
CROTHERSVILLE COMMUNITY SCHOOLS,Indiana,IN,3,10,1,7445000,468000,4445000,2532000,6160000,5609000,2918000,2136000
VIGO COUNTY SCHOOL CORP,Indiana,IN,3,10,1,184451000,18166000,116655000,49630000,162422000,145834000,87147000,60207000
VINCENNES COMMUNITY SCH CORP,Indiana,IN,3,10,1,36754000,5832000,20080000,10842000,33124000,28264000,14920000,11113000
WABASH CITY SCHOOLS,Indiana,IN,3,10,1,16828000,1537000,11882000,3409000,15195000,13783000,7582000,5093000
M S D WABASH COUNTY SCHOOLS,Indiana,IN,3,10,1,33446000,4369000,16840000,12237000,30202000,26209000,16456000,10801000
WA-NEE COMMUNITY SCHOOLS,Indiana,IN,3,10,1,42690000,3396000,20827000,18467000,29723000,24700000,15078000,10581000
M S D WARREN TOWNSHIP,Indiana,IN,3,10,1,181800000,15509000,96351000,69940000,127845000,113558000,69597000,43244000
WARRICK COUNTY SCHOOL CORP,Indiana,IN,3,10,1,104885000,5221000,61628000,38036000,89963000,75560000,44152000,31454000
WARSAW COMMUNITY SCHOOLS,Indiana,IN,3,10,1,80144000,10355000,45894000,23895000,65794000,59259000,36211000,24449000
WASHINGTON COM SCHOOLS,Indiana,IN,3,10,1,28484000,2489000,17583000,8412000,24914000,20113000,11164000,7777000
M S D WASHINGTON TOWNSHIP,Indiana,IN,3,10,1,170861000,16178000,74671000,80012000,125264000,110457000,64763000,43064000
M S D WAYNE TOWNSHIP,Indiana,IN,3,10,1,269616000,37284000,126246000,106086000,203604000,186803000,106709000,79278000
WEST LAFAYETTE COM SCHOOL CORP,Indiana,IN,3,10,1,30027000,816000,14762000,14449000,23875000,19492000,10886000,7609000
FRANKTON-LAPEL COMMUNITY SCHS,Indiana,IN,3,10,1,25975000,1575000,15862000,8538000,22898000,21060000,12170000,8193000
WEST NOBLE SCHOOL CORPORATION,Indiana,IN,3,10,1,34704000,2985000,19177000,12542000,26743000,24468000,14348000,9714000
WEST WASHINGTON SCHOOL CORP,Indiana,IN,3,10,1,12896000,710000,7556000,4630000,10078000,8674000,5108000,3532000
WESTERN BOONE CO COM SCH DIST,Indiana,IN,3,10,1,22344000,1257000,12022000,9065000,16818000,15311000,9363000,6095000
WESTERN WAYNE SCHOOLS,Indiana,IN,3,10,1,12758000,914000,8410000,3434000,10925000,10031000,5911000,4252000
WESTFIELD-WASHINGTON SCHOOLS,Indiana,IN,3,10,1,91608000,2591000,38337000,50680000,69120000,56996000,30470000,21838000
WESTVIEW SCHOOL CORPORATION,Indiana,IN,3,10,1,31472000,2905000,15972000,12595000,26209000,21649000,12636000,8572000
WHITING SCHOOL CITY,Indiana,IN,3,10,1,13681000,1245000,9042000,3394000,11713000,9387000,5544000,3455000
WHITKO COMMUNITY SCHOOL CORP,Indiana,IN,3,10,1,22064000,2069000,12768000,7227000,18174000,16829000,9751000,6385000
NORTH FAYETTE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,9910000,925000,4142000,4843000,9806000,8481000,5323000,3917000
COLFAX-MINGO COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8852000,789000,4182000,3881000,7978000,7169000,4460000,3361000
SIBLEY-OCHEYEDAN COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8915000,881000,3516000,4518000,8597000,7365000,4706000,3425000
OKOBOJI COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,11013000,1089000,416000,9508000,9825000,8528000,5683000,4143000
UNION COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,13093000,1064000,5538000,6491000,19026000,9705000,5944000,3952000
SIOUX CENTRAL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6494000,418000,1763000,4313000,6493000,5265000,3306000,2433000
SOUTHERN CAL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5591000,587000,2062000,2942000,6134000,5034000,3243000,2388000
PANORAMA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,9222000,782000,2965000,5475000,13823000,7308000,4710000,3378000
SOUTH O'BRIEN COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7276000,789000,2429000,4058000,6840000,6012000,3955000,2976000
RIVERSIDE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7397000,611000,2469000,4317000,6685000,5583000,3790000,2696000
PRAIRIE VALLEY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8316000,761000,2541000,5014000,8225000,6855000,4495000,3249000
ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,2464000,227000,671000,1566000,2416000,1803000,849000,587000
ALDEN COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,3585000,365000,1014000,2206000,3460000,2663000,1383000,1001000
EAST MARSHALL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,9534000,992000,3522000,5020000,9247000,7802000,5348000,3631000
GMG COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5175000,418000,1578000,3179000,7898000,4178000,2755000,2094000
LINEVILLE-CLIO COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,1338000,210000,460000,668000,1239000,954000,653000,461000
AGWSR COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8897000,768000,2543000,5586000,7859000,6161000,4464000,2957000
ADAIR-CASEY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3961000,453000,1521000,1987000,3687000,3255000,2119000,1517000
ADEL DESOTO MINBURN COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,15852000,1269000,6127000,8456000,13624000,12143000,8443000,5812000
AKRON WESTFIELD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6643000,621000,2364000,3658000,5893000,5111000,3387000,2417000
ALBIA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,12326000,1373000,5831000,5122000,12465000,10459000,6634000,4628000
ALBURNETT COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6865000,425000,2390000,4050000,6729000,5011000,3189000,2249000
ALGONA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,15753000,1559000,5414000,8780000,19724000,12531000,7818000,6186000
ALLAMAKEE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,14822000,2214000,5645000,6963000,13604000,11239000,7103000,4877000
ALLISON-BRISTOW COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,3727000,333000,1396000,1998000,3564000,2713000,1554000,980000
ALTA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6242000,671000,2064000,3507000,5270000,4629000,3103000,2343000
AMES COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,58134000,5208000,14757000,38169000,50910000,45434000,25578000,19862000
ANAMOSA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,14782000,1597000,6463000,6722000,13361000,11639000,8460000,5818000
ANDREW COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3372000,337000,1414000,1621000,3207000,2486000,1608000,1191000
ANITA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3466000,363000,1163000,1940000,3468000,2863000,1692000,1168000
ANKENY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,92174000,6528000,32217000,53429000,114775000,70349000,44036000,32434000
ANTHON-OTO COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,3801000,312000,1183000,2306000,3666000,3141000,1593000,1174000
APLINGTON-PARKERSBURG COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,10700000,2472000,3407000,4821000,12913000,6781000,4313000,3123000
AR-WE-VA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4055000,446000,1318000,2291000,3380000,2847000,2127000,1651000
ARMSTRONG-RINGSTED COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4373000,365000,1329000,2679000,3848000,3059000,2145000,1671000
ATLANTIC COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,17586000,1872000,6909000,8805000,17679000,14439000,9203000,6676000
AUDUBON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6770000,711000,2589000,3470000,6304000,5392000,3713000,2684000
AURELIA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3266000,295000,999000,1972000,2740000,2248000,1412000,1092000
A-H-S-T COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7460000,741000,2798000,3921000,8064000,5139000,3273000,2436000
BALLARD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,16633000,1128000,7313000,8192000,20508000,12711000,8519000,6211000
BATTLE CREEK-IDA GROVE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7660000,699000,2930000,4031000,7814000,6593000,4141000,3056000
BAXTER COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4532000,385000,1777000,2370000,4112000,3661000,2405000,1527000
BCLUW COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7194000,643000,2518000,4033000,6635000,5962000,3818000,2633000
BEDFORD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6143000,755000,2616000,2772000,6251000,4970000,3351000,2354000
BELLE PLAINE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6942000,628000,2986000,3328000,12735000,5017000,3177000,2494000
BELLEVUE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7056000,657000,2914000,3485000,10165000,5642000,3575000,2412000
BELMOND-KLEMME COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,9140000,719000,3140000,5281000,8293000,6767000,4341000,3270000
BENNETT COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,1946000,163000,543000,1240000,2041000,1487000,708000,471000
BENTON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,16509000,1102000,7156000,8251000,19851000,13535000,9953000,7189000
BETTENDORF COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,48084000,4453000,17521000,26110000,42243000,38004000,24778000,17655000
EDDYVILLE-BLAKESBURG COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,9328000,866000,2568000,5894000,8972000,7816000,4954000,3380000
BONDURANT-FARRAR COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,13536000,1008000,5749000,6779000,16940000,9260000,6236000,4517000
BOONE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,24934000,2298000,10738000,11898000,28334000,20009000,13349000,9839000
BOYDEN-HULL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6835000,722000,2840000,3273000,6129000,5665000,3730000,2879000
WEST HANCOCK COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6634000,570000,2296000,3768000,6755000,5500000,3380000,2513000
BROOKLYN-GUERNSEY-MALCOM COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6239000,477000,2121000,3641000,5633000,4908000,3082000,2263000
NORTH IOWA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6258000,581000,1850000,3827000,5787000,5138000,3342000,2422000
BURLINGTON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,49041000,7402000,22759000,18880000,51289000,39738000,24757000,18061000
C AND M COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,2735000,323000,749000,1663000,2570000,2179000,1249000,918000
CAL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3353000,384000,1161000,1808000,3401000,2774000,1843000,1487000
CALAMUS-WHEATLAND COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5799000,518000,2183000,3098000,5255000,4554000,3124000,2254000
CAMANCHE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,11131000,960000,4180000,5991000,10862000,9281000,5699000,4030000
CARDINAL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7370000,969000,3298000,3103000,6071000,5300000,3154000,2339000
CARLISLE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,18452000,1733000,9267000,7452000,23747000,14579000,9278000,6359000
CARROLL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,18629000,1997000,7395000,9237000,16666000,15297000,9602000,6939000
CEDAR FALLS COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,49815000,5070000,18010000,26735000,56402000,38823000,26218000,19222000
CEDAR RAPIDS COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,211318000,27264000,82442000,101612000,212015000,180480000,118844000,82269000
CENTER POINT-URBANA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,14652000,1040000,6620000,6992000,14040000,11222000,7550000,5735000
CENTERVILLE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,16554000,2133000,8599000,5822000,15403000,13861000,9209000,6785000
CENTRAL CITY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5662000,516000,2351000,2795000,5197000,4006000,2693000,1898000
CENTRAL CLINTON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,16860000,1481000,6993000,8386000,18144000,14178000,8688000,6114000
CENTRAL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6064000,539000,2389000,3136000,5694000,4757000,3118000,2262000
CENTRAL DECATUR COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8263000,1327000,3735000,3201000,7890000,6559000,4094000,2958000
CENTRAL LEE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,10282000,929000,4212000,5141000,10203000,8455000,5755000,4323000
CENTRAL LYON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7225000,730000,2951000,3544000,6880000,5863000,4129000,3109000
CHARITON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,14884000,1750000,7858000,5276000,14474000,13120000,8406000,6415000
CHARLES CITY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,17507000,2292000,7677000,7538000,17283000,15218000,10287000,7445000
CHARTER OAK-UTE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3911000,408000,1353000,2150000,3272000,2856000,1946000,1365000
CHEROKEE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,10758000,1049000,5122000,4587000,9819000,9149000,5978000,4531000
CLARINDA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,11374000,1341000,4388000,5645000,10354000,9816000,5419000,3699000
CLARION-GOLDFIELD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,10290000,868000,3727000,5695000,9761000,8829000,5429000,3709000
CLARKE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,14138000,1658000,6729000,5751000,13156000,11748000,7642000,5667000
CLARKSVILLE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4120000,411000,1939000,1770000,3955000,2871000,1851000,1327000
CLAY CENTRAL-EVERLY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4794000,408000,1354000,3032000,4571000,3945000,2579000,1775000
CLEAR CREEK AMANA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,20403000,1321000,5517000,13565000,26896000,13384000,9241000,6114000
CLEAR LAKE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,16171000,1326000,5438000,9407000,14224000,12387000,8071000,5822000
CLEARFIELD COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,1139000,177000,381000,581000,1127000,932000,523000,340000
CLINTON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,50790000,7011000,23704000,20075000,50182000,42091000,25751000,18265000
COLLEGE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,55261000,3881000,17399000,33981000,50577000,42814000,30193000,20987000
COLLINS-MAXWELL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5252000,413000,2338000,2501000,4777000,4265000,2987000,2114000
COLO-NESCO COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6074000,443000,1802000,3829000,6715000,4730000,3084000,2093000
COLUMBUS COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,11768000,1543000,4789000,5436000,11315000,9856000,6567000,4787000
COON RAPIDS-BAYARD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5301000,541000,2088000,2672000,4794000,4173000,2639000,1992000
CORNING COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5978000,677000,2306000,2995000,6219000,5125000,3305000,2434000
CORWITH-WESLEY COMM SCHOOL DISTRICT,Iowa,IA,2,10,1,2490000,165000,480000,1845000,2153000,1875000,1100000,837000
COUNCIL BLUFFS COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,106190000,13336000,47070000,45784000,122540000,92677000,56983000,42974000
CRESTON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,16772000,2354000,7252000,7166000,15059000,12980000,8353000,6039000
DALLAS CENTER-GRIMES COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,22773000,1624000,7026000,14123000,19036000,16905000,10594000,7658000
DANVILLE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6252000,428000,2362000,3462000,5482000,4713000,3093000,2235000
DAVENPORT COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,183661000,24906000,75963000,82792000,173497000,157772000,93616000,69642000
DAVIS COUNTY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,12510000,1690000,5503000,5317000,17504000,11256000,7187000,5357000
DECORAH COMMUNITY SCHOOL DISTRICT,Iowa,IA,3,10,1,19496000,1379000,5845000,12272000,17011000,15285000,9693000,7159000
DEEP RIVER-MILLERSBURG COMM SCHOOL DISTRICT,Iowa,IA,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
DELWOOD COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,2727000,254000,1200000,1273000,2528000,2062000,1002000,631000
DENISON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,20874000,3319000,10415000,7140000,19216000,17355000,11924000,8552000
DENVER COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7676000,644000,3314000,3718000,6824000,5419000,3535000,2431000
DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,386999000,65964000,168224000,152811000,390264000,333796000,216490000,151514000
DIAGONAL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,2121000,218000,682000,1221000,2048000,1750000,1238000,964000
DIKE-NEW HARTFORD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8076000,710000,3493000,3873000,7874000,6167000,3975000,2778000
DOWS COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,1738000,177000,541000,1020000,1373000,1054000,557000,384000
DUBUQUE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,129539000,14644000,52454000,62441000,112918000,105528000,66769000,47239000
DUNKERTON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5491000,562000,2189000,2740000,4772000,4147000,2722000,1936000
BOYER VALLEY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5635000,704000,2145000,2786000,5204000,4663000,3160000,2097000
DURANT COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6819000,413000,2351000,4055000,6483000,6006000,3950000,2825000
EAGLE GROVE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,10020000,1151000,4263000,4606000,9043000,7781000,4960000,3667000
EARLHAM COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6652000,492000,2908000,3252000,5795000,5180000,3499000,2659000
EAST BUCHANAN COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6398000,604000,2554000,3240000,8455000,4355000,2836000,1950000
EAST CENTRAL COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4206000,442000,1892000,1872000,4395000,3755000,2399000,1676000
EAST GREENE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4340000,368000,1666000,2306000,4320000,3277000,2071000,1489000
RIVER VALLEY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5491000,589000,1859000,3043000,5602000,4190000,2728000,1980000
EAST UNION COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5499000,666000,2374000,2459000,5616000,4732000,3181000,2219000
EASTERN ALLAMAKEE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,4953000,492000,1571000,2890000,5091000,3994000,2363000,1743000
EDGEWOOD-COLESBURG COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5806000,515000,2184000,3107000,5430000,4947000,3311000,2410000
ELDORA-NEW PROVIDENCE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,9975000,870000,3263000,5842000,8780000,7226000,4173000,2860000
ELK HORN-KIMBALLTON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,2999000,273000,1121000,1605000,2786000,2433000,1606000,1153000
EMMETSBURG COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8791000,744000,2857000,5190000,8170000,6820000,4346000,3241000
ENGLISH VALLEYS COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6671000,500000,2612000,3559000,5691000,5159000,3268000,2546000
ESSEX COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,2712000,270000,1034000,1408000,2887000,2274000,1457000,1021000
ESTHERVILLE LINCOLN CENTRAL COM SCH DIST,Iowa,IA,3,10,1,16847000,1839000,6838000,8170000,16489000,13318000,8523000,6028000
EXIRA COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3377000,334000,1158000,1885000,3242000,2605000,1635000,1083000
FAIRFIELD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,20314000,2295000,7574000,10445000,18916000,17722000,11961000,7869000
FARRAGUT COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,3373000,331000,1045000,1997000,3057000,2701000,1795000,1169000
FOREST CITY COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,13944000,1266000,6596000,6082000,12297000,11240000,7561000,5703000
FORT DODGE COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,45176000,5982000,20027000,19167000,42308000,37463000,23802000,16557000
FORT MADISON COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,24724000,3107000,11881000,9736000,22817000,19802000,15060000,11304000
FREDERICKSBURG COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,3660000,331000,1091000,2238000,3704000,3244000,1905000,1342000
FREMONT COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,2322000,235000,938000,1149000,2044000,1708000,1051000,704000
FREMONT-MILLS COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6774000,544000,2228000,4002000,6726000,3589000,2262000,1583000
GALVA-HOLSTEIN COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,6230000,406000,1829000,3995000,5888000,4040000,2707000,1961000
GARNER-HAYFIELD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,8508000,870000,3488000,4150000,7914000,6831000,4202000,3065000
GEORGE-LITTLE ROCK COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,5777000,601000,2181000,2995000,4735000,4163000,2756000,2059000
GILBERT COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,14423000,1007000,4717000,8699000,11978000,9922000,6819000,5095000
GILMORE CITY-BRADGATE COMM SCHOOL DISTRICT,Iowa,IA,1,10,1,2190000,230000,505000,1455000,2128000,1717000,1094000,632000
GLADBROOK-REINBECK COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,7492000,643000,2826000,4023000,7801000,5204000,3327000,2250000
GLENWOOD COMM SCHOOL DISTRICT,Iowa,IA,3,10,1,23833000,2093000,10672000,11068000,23725000,17842000,11906000,8032000
