NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
GRANBURY IND SCH DIST 901,TEXAS,TX,3,98,1,36125000,1639000,14602000,19884000,32702000,20845000,14743000
LIPAN IND SCH DIST 902,TEXAS,TX,3,98,1,2410000,63000,1682000,665000,2391000,1418000,958000
TOLAR IND SCH DIST 903,TEXAS,TX,3,98,1,3517000,69000,2473000,975000,3925000,1827000,1335000
CUMBY IND SCH DIST 905,TEXAS,TX,3,98,1,2313000,181000,1616000,516000,1791000,1105000,884000
MILLER GROVE IND SCH DIST 907,TEXAS,TX,3,98,1,1578000,168000,1032000,378000,1730000,1140000,854000
NORTH HOPKINS IND SCH DIST 906,TEXAS,TX,3,98,1,4007000,181000,3241000,585000,4073000,1443000,1075000
SALTILLO IND SCH DIST 909,TEXAS,TX,3,98,1,1504000,92000,1135000,277000,1316000,891000,691000
SULPHUR BLUFF IND SCH DISTRICT 910,TEXAS,TX,3,98,1,1654000,92000,1128000,434000,1629000,1043000,766000
SULPHUR SPRINGS IND SCH DISTRICT 901,TEXAS,TX,3,98,1,21434000,2262000,9414000,9758000,21780000,14460000,10380000
COMO-PICKTON IND SCH DISTRICT 908,TEXAS,TX,3,98,1,4161000,189000,2929000,1043000,4527000,2259000,1710000
CROCKETT IND SCH DISTRICT 901,TEXAS,TX,3,98,1,12731000,1635000,7515000,3581000,12485000,7506000,5397000
GRAPELAND IND SCH DIST 902,TEXAS,TX,3,98,1,4397000,301000,2427000,1669000,4540000,3230000,2476000
KENNARD IND SCH DIST 906,TEXAS,TX,3,98,1,3261000,252000,2167000,842000,3016000,2023000,1412000
LATEXO IND SCH DIST 905,TEXAS,TX,3,98,1,2739000,118000,1411000,1210000,2745000,1703000,1279000
LOVELADY IND SCHOOL DIST 903,TEXAS,TX,3,98,1,3716000,172000,2059000,1485000,3110000,2164000,1633000
BIG SPRING IND SCH DIST 901,TEXAS,TX,3,98,1,25597000,2388000,11264000,11945000,31150000,17133000,11764000
COAHOMA IND SCH DIST 902,TEXAS,TX,3,98,1,6490000,234000,3750000,2506000,6017000,3948000,2916000
FORSAN IND SCH DIST 904,TEXAS,TX,3,98,1,4338000,167000,989000,3182000,4071000,2589000,1809000
DELL CITY IND SCH DIST 903,TEXAS,TX,3,98,1,1776000,178000,915000,683000,1529000,911000,564000
FORT HANCOCK IND SCH DIST 901,TEXAS,TX,3,98,1,4040000,597000,2353000,1090000,3361000,1759000,1139000
SIERRA BLANCA IND SCH DIST 902,TEXAS,TX,3,98,1,1391000,88000,709000,594000,1437000,883000,606000
BLAND IND SCH DIST 915,TEXAS,TX,3,98,1,3188000,63000,2430000,695000,3253000,1877000,1324000
CAMPBELL IND SCH DIST,TEXAS,TX,3,98,1,2629000,70000,1968000,591000,1960000,1198000,876000
CELESTE IND SCH DIST 902,TEXAS,TX,3,98,1,3026000,99000,2325000,602000,2817000,1771000,1315000
CADDO MILLS IND SCH DIST 901,TEXAS,TX,3,98,1,6191000,144000,4400000,1647000,6023000,3144000,2372000
COMMERCE IND SCH DIST 903,TEXAS,TX,3,98,1,10755000,1336000,5571000,3848000,11929000,6939000,4507000
GREENVILLE IND SCH DIST 905,TEXAS,TX,3,98,1,27500000,2468000,11837000,13195000,31145000,19024000,13615000
LONE OAK IND SCH DIST 906,TEXAS,TX,3,98,1,4732000,110000,3365000,1257000,3843000,2529000,1687000
BOLES IND SCH DIST 916,TEXAS,TX,3,98,1,3730000,94000,3376000,260000,2981000,1824000,1269000
QUINLAN IND SCH DIST 908,TEXAS,TX,3,98,1,15094000,909000,9687000,4498000,16733000,9577000,6924000
WOLFE CITY IND SCH DIST 909,TEXAS,TX,3,98,1,4463000,153000,3373000,937000,5753000,2293000,1746000
BORGER IND SCH DIST 101,TEXAS,TX,3,98,1,17199000,1668000,9247000,6284000,17478000,11487000,8302000
SANFORD IND SCH DIST 903,TEXAS,TX,3,98,1,7186000,264000,5008000,1914000,7064000,4487000,3275000
SPRING CREEK IND SCH DIST 907,TEXAS,TX,1,98,1,948000,69000,376000,503000,787000,459000,310000
PLEMONS-STINNETT-PHILLIPS ISD,TEXAS,TX,3,98,1,9542000,220000,540000,8782000,9050000,3731000,2660000
IRION CO IND SCH DIST 902,TEXAS,TX,3,98,1,4200000,97000,271000,3832000,3505000,2003000,1377000
BRYSON IND SCH DIST 901,TEXAS,TX,3,98,1,2001000,125000,1071000,805000,1916000,1107000,771000
JACKSBORO IND SCH DIST 902,TEXAS,TX,3,98,1,7147000,313000,3951000,2883000,6933000,4402000,3384000
PERRIN WHITT SCH DIST 903,TEXAS,TX,3,98,1,2517000,70000,1568000,879000,2400000,1649000,1195000
EDNA IND SCH DIST 901,TEXAS,TX,3,98,1,9855000,622000,6065000,3168000,10409000,6824000,4694000
GANADO IND SCH DIST 902,TEXAS,TX,3,98,1,4387000,233000,2836000,1318000,5096000,2658000,1960000
INDUSTRIAL IND SCH DIST 905,TEXAS,TX,3,98,1,11037000,149000,667000,10221000,9283000,4582000,3043000
BROOKELAND IND SCH DIST 902,TEXAS,TX,3,98,1,2498000,194000,528000,1776000,2544000,1402000,980000
BUNA IND SCH DIST 903,TEXAS,TX,3,98,1,10223000,613000,6239000,3371000,10857000,6747000,4640000
EVADALE IND SCH DIST 906,TEXAS,TX,3,98,1,9316000,87000,368000,8861000,12686000,2073000,1334000
JASPER IND SCH DIST 904,TEXAS,TX,3,98,1,22215000,1675000,12961000,7579000,28062000,13787000,9319000
KIRBYVILLE IND SCH DIST 905,TEXAS,TX,3,98,1,9993000,558000,7272000,2163000,9722000,5545000,3924000
FT DAVIS IND SCH DIST 901,TEXAS,TX,3,98,1,2452000,62000,1202000,1188000,2705000,1771000,1289000
VALENTINE IND SCH DIST 902,TEXAS,TX,3,98,1,991000,56000,622000,313000,819000,545000,433000
BEAUMONT IND SCH DISTRICT 910,TEXAS,TX,3,98,1,133276000,14378000,28949000,89949000,151548000,83925000,56647000
NEDERLAND IND SCH DIST 905,TEXAS,TX,3,98,1,29439000,1099000,14207000,14133000,34284000,18706000,12498000
PORT ARTHUR IND SCH DIST 907,TEXAS,TX,3,98,1,67992000,8620000,21549000,37823000,67295000,41623000,26849000
PORT NECHES IND SCH DIST 908,TEXAS,TX,3,98,1,32652000,938000,2884000,28830000,45909000,19977000,13469000
SABINE PASS IND SCH DIST 913,TEXAS,TX,3,98,1,4406000,0,74000,4332000,3710000,1237000,914000
REGION V EDUCATION SERVICE CTR,TEXAS,TX,7,98,0,0,0,0,0,0,0,0
HAMSHIRE FANNETT IND SCH DISTRICT 914,TEXAS,TX,3,98,1,10600000,325000,5115000,5160000,11366000,6801000,4724000
JIM HOGG IND SCH DIST 901,TEXAS,TX,3,98,1,8993000,775000,4426000,3792000,8770000,5401000,3847000
ALICE IND SCH DIST 901,TEXAS,TX,3,98,1,35400000,3637000,23160000,8603000,40304000,21390000,14874000
BEN BOLT-PALITO BLANCO IND SCH DIST 902,TEXAS,TX,3,98,1,4723000,430000,3398000,895000,4826000,2448000,1793000
LA GLORIA INDEPENDENT SCH DISTRICT 906,TEXAS,TX,1,98,1,829000,65000,328000,436000,748000,410000,271000
ORANGE GROVE IND SCH DIST 903,TEXAS,TX,3,98,1,8659000,531000,6568000,1560000,8289000,5048000,3917000
PREMONT IND SCH DIST 905,TEXAS,TX,3,98,1,6736000,727000,4127000,1882000,6356000,3574000,2598000
ALVARADO IND SCH DIST 901,TEXAS,TX,3,98,1,15948000,1039000,10493000,4416000,14588000,9423000,6652000
BURLESON IND SCH DIST 902,TEXAS,TX,3,98,1,33877000,988000,16325000,16564000,39487000,19888000,14051000
CLEBURNE IND SCH DIST 903,TEXAS,TX,3,98,1,33754000,2368000,16253000,15133000,31781000,19519000,14217000
GODLEY IND SCH DIST 911,TEXAS,TX,3,98,1,7525000,153000,5496000,1876000,6299000,3333000,2463000
GRANDVIEW IND SCH DIST 904,TEXAS,TX,3,98,1,7567000,825000,4898000,1844000,7306000,4678000,3197000
JOSHUA IND SCH DIST 905,TEXAS,TX,3,98,1,20859000,994000,13503000,6362000,22678000,11880000,8419000
KEENE IND SCH DIST 906,TEXAS,TX,3,98,1,4765000,502000,3105000,1158000,5215000,3263000,2242000
RIO VISTA IND SCH DIST 907,TEXAS,TX,3,98,1,6641000,193000,5239000,1209000,6609000,3672000,2533000
VENUS IND SCH DIST 908,TEXAS,TX,3,98,1,8273000,562000,6256000,1455000,8679000,4738000,3592000
ANSON IND SCH DIST 901,TEXAS,TX,3,98,1,5906000,599000,4157000,1150000,7594000,3673000,2899000
HAMLIN IND SCH DIST 903,TEXAS,TX,3,98,1,4854000,389000,3300000,1165000,4693000,3048000,2269000
HAWLEY IND SCH DIST 904,TEXAS,TX,3,98,1,5284000,237000,4180000,867000,6076000,3102000,2301000
LUEDERS-AVOCA IND SCH DISTRICT 905,TEXAS,TX,3,98,1,1561000,73000,1100000,388000,1566000,1007000,776000
STAMFORD IND SCH DIST 906,TEXAS,TX,3,98,1,6590000,893000,4406000,1291000,6780000,4406000,3022000
FALLS CITY IND SCH DISTRICT 904,TEXAS,TX,3,98,1,2178000,64000,1481000,633000,2335000,1453000,1098000
KARNES CITY IND SCH DIST 901,TEXAS,TX,3,98,1,6433000,514000,3974000,1945000,7335000,4513000,3194000
KENEDY IND SCH DIST 902,TEXAS,TX,3,98,1,8100000,1086000,5383000,1631000,7322000,5000000,3344000
RUNGE IND SCH DIST 903,TEXAS,TX,3,98,1,3012000,275000,2000000,737000,2435000,1592000,1202000
CRANDALL IND SCH DIST 901,TEXAS,TX,3,98,1,9942000,243000,6463000,3236000,9337000,6009000,3896000
FORNEY IND SCH DIST 902,TEXAS,TX,3,98,1,13198000,696000,6477000,6025000,19557000,7267000,4878000
KAUFMAN IND SCH DIST 903,TEXAS,TX,3,98,1,17421000,1369000,10595000,5457000,16212000,8890000,6268000
KEMP IND SCH DIST 904,TEXAS,TX,3,98,1,10090000,446000,6767000,2877000,9534000,5826000,3926000
MABANK IND SCH DIST 905,TEXAS,TX,3,98,1,17315000,1096000,9425000,6794000,17936000,10877000,7420000
SCURRY-ROSSER IND SCH DIST 910,TEXAS,TX,3,98,1,4986000,126000,3477000,1383000,5124000,3008000,2077000
TERRELL IND SCH DIST 906,TEXAS,TX,3,98,1,26003000,3992000,13320000,8691000,23277000,14656000,10306000
BOERNE IND SCH DIST 901,TEXAS,TX,3,98,1,23464000,975000,6169000,16320000,22238000,14438000,10374000
COMFORT IND SCH DIST 902,TEXAS,TX,3,98,1,7185000,491000,3746000,2948000,7760000,4328000,3159000
KENEDY CO WIDE COMM SCH DISTRICT 901,TEXAS,TX,1,98,1,2555000,0,48000,2507000,2573000,454000,304000
JAYTON GIRARD IND SCH DISTRICT 902,TEXAS,TX,3,98,1,9099000,61000,223000,8815000,8600000,1407000,875000
CENTER POINT IND 901 SCHOOL DIST,TEXAS,TX,3,98,1,4538000,344000,2817000,1377000,4359000,2647000,1784000
DIVIDE COMM SCH DIST 905,TEXAS,TX,1,98,1,339000,0,73000,266000,354000,118000,81000
HUNT IND SCH DIST 902,TEXAS,TX,1,98,1,1473000,39000,147000,1287000,1448000,681000,485000
INGRAM IND SCH DIST 904,TEXAS,TX,3,98,1,10270000,596000,6245000,3429000,15144000,5884000,4195000
KERRVILLE IND SCH DIST 903,TEXAS,TX,3,98,1,28881000,2587000,10592000,15702000,28161000,18801000,13329000
JUNCTION IND SCH DIST 901,TEXAS,TX,3,98,1,5027000,214000,3173000,1640000,5999000,3493000,2623000
GUTHRIE COMM SCH DIST 901,TEXAS,TX,3,98,1,2734000,15000,178000,2541000,2289000,900000,664000
BRACKETT IND SCH DIST 901,TEXAS,TX,3,98,1,5510000,414000,3763000,1333000,5004000,2782000,2098000
KINGSVILLE IND SCH DIST 901,TEXAS,TX,3,98,1,30551000,3068000,19218000,8265000,30484000,20820000,14426000
RICARDO IND SCH DIST 902,TEXAS,TX,1,98,1,3993000,335000,2752000,906000,3737000,2194000,1551000
RIVIERA IND SCH DIST 903,TEXAS,TX,3,98,1,4428000,223000,1964000,2241000,5108000,2996000,1985000
SANTA GERTRUDIS IND SCH DISTRICT 904,TEXAS,TX,3,98,1,3253000,0,286000,2967000,2898000,1722000,1221000
BENJAMIN IND SCH DISTRICT 904,TEXAS,TX,3,98,1,1250000,27000,883000,340000,1131000,620000,447000
GOREE IND SCH DIST 901,TEXAS,TX,3,98,1,909000,83000,647000,179000,984000,617000,359000
KNOX CITY-O'BRIEN CNSLDTD IND SCH DIST 902,TEXAS,TX,3,98,1,3862000,486000,2548000,828000,3371000,2223000,1595000
MUNDAY IND SCH DIST 903,TEXAS,TX,3,98,1,3108000,215000,2407000,486000,3097000,1839000,1425000
PRAIRILAND IND SCH DISTRICT 912,TEXAS,TX,3,98,1,5582000,326000,4024000,1232000,5368000,3594000,2666000
CHISUM IND SCH DIST 905,TEXAS,TX,3,98,1,4859000,157000,1353000,3349000,4512000,2863000,2061000
PARIS IND SCHOOL DIST 909,TEXAS,TX,3,98,1,25587000,3815000,13449000,8323000,27467000,15901000,10998000
NORTH LAMAR IND SCH DISTRICT 911,TEXAS,TX,3,98,1,16243000,1291000,7081000,7871000,16098000,10131000,7285000
ROXTON IND SCH DIST 908,TEXAS,TX,3,98,1,1996000,111000,1463000,422000,1770000,1029000,762000
AMHERST IND SCH DIST 901,TEXAS,TX,3,98,1,1365000,46000,846000,473000,1419000,955000,692000
LITTLEFIELD IND SCH DIST 904,TEXAS,TX,3,98,1,9476000,1061000,5565000,2850000,9136000,5486000,3975000
OLTON IND SCH DIST 905,TEXAS,TX,3,98,1,5603000,615000,3501000,1487000,5736000,3577000,2469000
SPADE IND SCH DIST 906,TEXAS,TX,3,98,1,1201000,125000,815000,261000,1194000,669000,448000
SPRINGLAKE EARTH IND SCH DISTRICT 907,TEXAS,TX,3,98,1,3626000,332000,2116000,1178000,3600000,2181000,1610000
SUDAN IND SCH DIST 908,TEXAS,TX,3,98,1,7096000,169000,283000,6644000,7208000,2287000,1649000
LAMPASAS IND SCH DIST 901,TEXAS,TX,3,98,1,18704000,1282000,11780000,5642000,19784000,11929000,8029000
LOMETA IND SCH DIST 902,TEXAS,TX,3,98,1,2560000,217000,1963000,380000,2041000,1429000,1132000
COTULLA IND SCH DIST 901,TEXAS,TX,3,98,1,10016000,929000,6553000,2534000,9721000,5522000,3740000
EZZELL IND SCH DIST 906,TEXAS,TX,1,98,1,705000,60000,116000,529000,643000,355000,258000
HALLETTSVILLE SCH DIST 901,TEXAS,TX,3,98,1,6468000,354000,2269000,3845000,5939000,3955000,2819000
MOULTON IND SCH DIST 902,TEXAS,TX,3,98,1,2498000,92000,1802000,604000,2289000,1413000,1110000
SHINER IND SCH DIST 903,TEXAS,TX,3,98,1,3834000,213000,2113000,1508000,3510000,2335000,1741000
SWEET HOME IND SCH DIST 905,TEXAS,TX,1,98,1,523000,13000,302000,208000,539000,314000,256000
VYSEHRAD IND SCH DIST 904,TEXAS,TX,1,98,1,608000,23000,53000,532000,575000,343000,260000
DIME BOX IND SCH DIST 903,TEXAS,TX,3,98,1,1721000,167000,634000,920000,1803000,1130000,784000
GIDDINGS IND SCH DIST 901,TEXAS,TX,3,98,1,11426000,943000,4553000,5930000,11798000,7090000,4946000
LEXINGTON IND SCH DIST 902,TEXAS,TX,3,98,1,5382000,332000,3407000,1643000,5460000,3661000,2694000
BUFFALO IND SCH DIST 901,TEXAS,TX,3,98,1,4601000,256000,2991000,1354000,4593000,2992000,2158000
CENTERVILLE SCH DIST 902,TEXAS,TX,3,98,1,5305000,262000,2531000,2512000,5143000,3086000,2037000
LEON IND SCH DIST 911,TEXAS,TX,3,98,1,5932000,228000,472000,5232000,5454000,2864000,2067000
NORMANGEE IND SCH DIST 906,TEXAS,TX,3,98,1,3165000,116000,1398000,1651000,3226000,1954000,1430000
OAKWOOD IND SCH DIST 907,TEXAS,TX,3,98,1,2264000,232000,1108000,924000,2126000,1308000,917000
CLEVELAND IND SCH DIST 901,TEXAS,TX,3,98,1,15295000,1257000,8566000,5472000,15329000,10990000,7595000
DAYTON IND SCH DIST 902,TEXAS,TX,3,98,1,23347000,720000,12556000,10071000,28864000,12841000,9066000
DEVERS IND SCH DIST 903,TEXAS,TX,1,98,1,1664000,64000,211000,1389000,1543000,796000,526000
HARDIN IND SCH DIST 904,TEXAS,TX,3,98,1,8098000,364000,5595000,2139000,7378000,4788000,3351000
HULL DAISETTA IND SCH DIST 905,TEXAS,TX,3,98,1,5234000,287000,2930000,2017000,4969000,3183000,2341000
LIBERTY IND SCH DIST 906,TEXAS,TX,3,98,1,16028000,1555000,7981000,6492000,16145000,10128000,6887000
TARKINGTON IND SCH DISTRICT 907,TEXAS,TX,3,98,1,8762000,348000,5416000,2998000,9214000,5430000,3916000
COOLIDGE IND SCH DIST 901,TEXAS,TX,3,98,1,2000000,211000,1405000,384000,2136000,1291000,940000
GROESBECK IND SCH DIST 902,TEXAS,TX,3,98,1,18415000,570000,1159000,16686000,15981000,6584000,4569000
MEXIA IND SCH DIST 903,TEXAS,TX,3,98,1,14419000,1749000,9306000,3364000,13508000,8473000,6210000
BOOKER IND SCH DIST 901,TEXAS,TX,3,98,1,3205000,159000,1584000,1462000,3205000,1935000,1456000
DARROUZETT IND SCH DIST 905,TEXAS,TX,1,98,1,1704000,15000,129000,1560000,1286000,485000,340000
FOLLETT IND SCH DIST 902,TEXAS,TX,3,98,1,1641000,38000,242000,1361000,1536000,924000,682000
HIGGINS IND SCH DIST 903,TEXAS,TX,3,98,1,1314000,33000,430000,851000,1242000,728000,585000
GEORGE WEST IND SCH DIST 901,TEXAS,TX,3,98,1,8177000,484000,3491000,4202000,7867000,5360000,3829000
THREE RIVERS IND SCH DIST 902,TEXAS,TX,3,98,1,6218000,257000,592000,5369000,8154000,3951000,2894000
LLANO IND SCH DIST 901,TEXAS,TX,3,98,1,13801000,676000,990000,12135000,14762000,6846000,4606000
LUBBOCK COOPER IND SCH DISTRICT 906,TEXAS,TX,3,98,1,11056000,412000,6657000,3987000,10494000,6431000,4428000
FRENSHIP IND SCH DIST 907,TEXAS,TX,3,98,1,29442000,1474000,16672000,11296000,30744000,15377000,11702000
IDALOU IND SCH DIST 910,TEXAS,TX,3,98,1,5456000,300000,3393000,1763000,5167000,3337000,2339000
LUBBOCK IND SCH DIST 901,TEXAS,TX,3,98,1,185597000,16418000,85138000,84041000,183138000,105051000,79597000
NEW DEAL IND SCH DIST 902,TEXAS,TX,3,98,1,4811000,166000,3146000,1499000,4583000,2572000,1845000
ROOSEVELT IND SCH DIST 908,TEXAS,TX,3,98,1,8812000,584000,6360000,1868000,8487000,5474000,3809000
SHALLOWATER IND SCH DIST 909,TEXAS,TX,3,98,1,7403000,232000,5585000,1586000,6666000,4030000,2908000
SLATON IND SCH DIST 903,TEXAS,TX,3,98,1,12267000,1148000,6373000,4746000,12182000,7091000,4529000
REGION XVII EDUCATION SERVC CTR,TEXAS,TX,7,98,0,0,0,0,0,0,0,0
NEW HOME IND SCH DIST 905,TEXAS,TX,3,98,1,1507000,109000,890000,508000,1362000,894000,647000
O DONNELL IND SCH DIST 903,TEXAS,TX,3,98,1,3941000,378000,2519000,1044000,4810000,2030000,1474000
TAHOKA IND SCH DIST 904,TEXAS,TX,3,98,1,5652000,453000,3927000,1272000,5542000,3283000,2344000
WILSON IND SCH DIST 907,TEXAS,TX,3,98,1,1910000,155000,1202000,553000,1705000,1046000,743000
BRADY IND SCH DIST 901,TEXAS,TX,3,98,1,10252000,1001000,6145000,3106000,15042000,6281000,4305000
LOHN RURAL IND SCH DIST 905,TEXAS,TX,3,98,1,1073000,47000,799000,227000,1114000,673000,482000
ROCHELLE IND SCH DIST 904,TEXAS,TX,3,98,1,1774000,117000,1271000,386000,1627000,1158000,799000
AXTELL RURAL IND SCH DIST 918,TEXAS,TX,3,98,1,5272000,68000,4412000,792000,3978000,1791000,1239000
BRUCEVILLE EDDY IND SCH DISTRICT 919,TEXAS,TX,3,98,1,9553000,1539000,6838000,1176000,14932000,9626000,6689000
CHINA SPRING IND SCH DISTRICT 920,TEXAS,TX,3,98,1,8306000,98000,5663000,2545000,6776000,4378000,3193000
CONNALLY IND SCH DIST 921,TEXAS,TX,3,98,1,15124000,1384000,10111000,3629000,14869000,9827000,7006000
CRAWFORD IND SCH DIST 901,TEXAS,TX,3,98,1,3576000,122000,2641000,813000,3312000,1980000,1436000
GHOLSON INDEPENDENT SCH DIST 925,TEXAS,TX,1,98,1,997000,59000,741000,197000,976000,595000,393000
HALLSBURG INDEPENDENT SCHOOL DISTRICT 924,TEXAS,TX,1,98,1,974000,14000,88000,872000,959000,478000,332000
LA VEGA IND SCH DIST 906,TEXAS,TX,3,98,1,16325000,1511000,9861000,4953000,15464000,9816000,6527000
LORENA IND SCH DIST 907,TEXAS,TX,3,98,1,8216000,75000,5917000,2224000,10353000,4367000,3189000
MART IND SCH DIST 908,TEXAS,TX,3,98,1,4548000,133000,3475000,940000,4043000,2554000,1858000
MCGREGOR IND SCH DIST 909,TEXAS,TX,3,98,1,6925000,802000,4547000,1576000,7512000,5014000,3440000
MIDWAY IND SCH DIST 903,TEXAS,TX,3,98,1,30189000,728000,7094000,22367000,28607000,18135000,13512000
MOODY IND SCH DIST 910,TEXAS,TX,3,98,1,5600000,334000,4127000,1139000,4472000,2797000,2000000
RIESEL IND SCH DIST 912,TEXAS,TX,3,98,1,3680000,120000,2695000,865000,3059000,2072000,1634000
ROBINSON IND SCH DIST 922,TEXAS,TX,3,98,1,11569000,597000,8132000,2840000,10963000,7482000,5529000
WACO IND SCH DIST 914,TEXAS,TX,3,98,1,95286000,11157000,50883000,33246000,87819000,52040000,35837000
WEST IND SCH DIST 916,TEXAS,TX,3,98,1,8900000,156000,6226000,2518000,8722000,4653000,3301000
REGION XII EDUCATION SERVICE CTR,TEXAS,TX,7,98,0,0,0,0,0,0,0,0
BOSQUEVILLE IND SCH DIST,TEXAS,TX,3,98,1,3365000,108000,2361000,896000,2632000,1785000,1329000
MCMULLEN COUNTY IND SCHOOL DIST,TEXAS,TX,3,98,1,3996000,44000,151000,3801000,2813000,1305000,849000
MADISONVILLE IND SCH DIST 901,TEXAS,TX,3,98,1,11961000,1166000,6709000,4086000,11411000,6723000,4777000
NORTH ZULCH IND SCH DIST 903,TEXAS,TX,3,98,1,3135000,139000,2186000,810000,2815000,1509000,1108000
JEFFERSON IND SCH DIST 901,TEXAS,TX,3,98,1,11085000,1033000,5334000,4718000,9609000,6734000,4920000
GRADY IND SCH DIST 905,TEXAS,TX,3,98,1,2221000,112000,140000,1969000,2058000,1053000,686000
STANTON IND SCH DIST 902,TEXAS,TX,3,98,1,6587000,371000,3974000,2242000,7043000,4005000,2784000
MASON IND SCH DIST 901,TEXAS,TX,3,98,1,5330000,296000,3086000,1948000,6059000,3415000,2467000
BAY CITY IND SCH DIST 901,TEXAS,TX,3,98,1,24919000,2377000,12240000,10302000,26076000,16780000,10009000
MATAGORDA IND SCH DIST 904,TEXAS,TX,1,98,1,877000,25000,101000,751000,940000,459000,297000
PALACIOS IND SCH DIST 905,TEXAS,TX,3,98,1,40580000,4786000,1254000,34540000,39869000,7852000,5557000
TIDE HAVEN IND SCH DIST 902,TEXAS,TX,3,98,1,5930000,440000,2302000,3188000,5740000,3739000,2632000
VAN VLECK IND SCH DIST 906,TEXAS,TX,3,98,1,6624000,355000,3702000,2567000,6389000,4031000,2659000
EAGLE PASS IND SCH DIST 901,TEXAS,TX,3,98,1,71510000,10122000,48384000,13004000,79443000,43838000,29069000
DEVINE IND SCH DIST 901,TEXAS,TX,3,98,1,10976000,862000,7295000,2819000,10420000,6745000,4981000
D HANIS IND SCH DIST 902,TEXAS,TX,3,98,1,2256000,74000,1491000,691000,2042000,1264000,880000
HONDO IND SCH DIST 904,TEXAS,TX,3,98,1,12372000,1109000,7661000,3602000,12491000,8373000,6250000
NATALIA IND SCH DIST 903,TEXAS,TX,3,98,1,7273000,676000,5625000,972000,8336000,3962000,2853000
MEDINA VALLEY IND SCH DIST 908,TEXAS,TX,3,98,1,15963000,1320000,9240000,5403000,14212000,8780000,6252000
MENARD IND SCH DIST 901,TEXAS,TX,3,98,1,4595000,709000,2549000,1337000,4571000,2746000,1733000
GREENWOOD IND SCH DIST 902,TEXAS,TX,3,98,1,9502000,226000,5596000,3680000,8024000,5048000,3892000
MIDLAND IND SCH DIST 901,TEXAS,TX,3,98,1,127841000,9957000,56175000,61709000,130414000,80087000,53974000
REGION XVIII EDUCATION SERVC CTR,TEXAS,TX,7,98,0,0,0,0,0,0,0,0
BUCKHOLTS IND SCH DIST 907,TEXAS,TX,3,98,1,1741000,93000,1365000,283000,1736000,966000,695000
CAMERON IND SCH DIST 901,TEXAS,TX,3,98,1,10306000,1071000,6522000,2713000,9631000,6557000,5086000
GAUSE IND SCH DIST 902,TEXAS,TX,1,98,1,1273000,45000,841000,387000,1064000,639000,479000
MILANO IND SCH DIST 903,TEXAS,TX,3,98,1,3026000,104000,2396000,526000,5891000,1726000,1248000
ROCKDALE IND SCH DIST 904,TEXAS,TX,3,98,1,10165000,610000,2464000,7091000,10286000,6575000,4779000
THORNDALE IND SCH DIST 905,TEXAS,TX,3,98,1,3409000,191000,2287000,931000,5337000,2099000,1432000
GOLDTHWAITE IND SCH DISTRICT 901,TEXAS,TX,3,98,1,4299000,259000,3145000,895000,4371000,3070000,2334000
MULLIN IND SCH DIST 902,TEXAS,TX,3,98,1,1615000,81000,1154000,380000,1408000,856000,630000
PRIDDY COMM SCH DIST 904,TEXAS,TX,3,98,1,1103000,64000,821000,218000,872000,585000,385000
STAR IND SCH DIST 903,TEXAS,TX,3,98,1,2334000,965000,1128000,241000,1791000,708000,496000
COLORADO IND SCH DIST 901,TEXAS,TX,3,98,1,8895000,697000,3678000,4520000,8709000,5443000,4036000
LORAINE IND SCH DIST 902,TEXAS,TX,3,98,1,1425000,93000,911000,421000,1693000,1028000,805000
WESTBROOK IND SCH DIST 903,TEXAS,TX,3,98,1,2233000,31000,252000,1950000,2240000,1022000,715000
BOWIE IND SCH DIST 901,TEXAS,TX,3,98,1,8991000,544000,5287000,3160000,8744000,5593000,4130000
FORESTBURG IND SCH DIST 910,TEXAS,TX,3,98,1,1626000,67000,1177000,382000,1424000,781000,623000
GOLD BURG IND SCH DIST 906,TEXAS,TX,3,98,1,1361000,59000,751000,551000,1067000,622000,434000
MONTAGUE IND SCH DIST 908,TEXAS,TX,1,98,1,528000,46000,352000,130000,489000,328000,233000
NOCONA IND SCH DIST 902,TEXAS,TX,3,98,1,6700000,717000,4342000,1641000,6844000,3866000,2677000
SAINT JO IND SCH DIST 911,TEXAS,TX,3,98,1,2975000,99000,2058000,818000,2709000,1595000,1116000
PRAIRIE VALLEY IND SCHOOL DIST 909,TEXAS,TX,3,98,1,1258000,15000,684000,559000,1120000,676000,496000
CONROE IND SCH DIST 902,TEXAS,TX,3,98,1,182085000,7334000,69052000,105699000,188593000,117189000,79055000
MAGNOLIA IND SCH DIST 906,TEXAS,TX,3,98,1,34311000,1321000,20124000,12866000,32186000,19050000,13195000
MONTGOMERY IND SCH DIST 903,TEXAS,TX,3,98,1,20077000,779000,3451000,15847000,32735000,10840000,7404000
NEW CANEY IND SCH 908,TEXAS,TX,3,98,1,36606000,2409000,22384000,11813000,33721000,21427000,14203000
SPLENDORA IND SCH DIST 907,TEXAS,TX,3,98,1,16370000,1254000,12010000,3106000,16169000,9629000,6495000
WILLIS IND SCH DIST 904,TEXAS,TX,3,98,1,23957000,1152000,10977000,11828000,24834000,14685000,9925000
DUMAS IND SCH DIST 901,TEXAS,TX,3,98,1,22592000,1823000,4390000,16379000,22943000,13526000,9575000
